keShi,jianJie,mingCheng 
神经内科,"
	系指书写时手指颤动，动作不精确，细小动作困难。
	症是由于职业因素长期从事手部精细动作，从两导致手部肌挛，出现以书写功能障碍为主的一种症状群。书写痉挛(writingspasm)亦称原发性书写震颤(primarywritingtremor)是成年人最常见的动作性震颤，尤以书写时出现震颤，使书写困难最为常见。本病临床较常见，是指患者在书写或做书写动作时出现5～8Hz的，不伴有其他功能障碍部分患者震颤并不完全限于书写动作，做其他相似工作或使用类似工具时也可有震颤因此，有人提出书写痉挛可分为任务诱导型书写痉挛和姿位敏感型书写痉挛。
	流行病学：尚未查到相关的发病率统计学资料起病隐袭缓慢渐进主要发生于20~50岁长期从事书写的人。
	临床上常见于长期用手作精细操作的职业人员，例如教师、编辑、秘书、作家、画家、书法家、誊抄员、绘图员、打字员、电报员、弹琴者等。主要表现手指不灵活、不协调;手部肌肉出现痉挛性收缩或双手甚至整个手臂的肌肉均发生颤抖，使双手的功能发生障碍，无法用手作精细工作;典型直观的见于持笔难，写字歪斜，重者无法握笔与书写。本病症常因躯体过度疲惫(尤其是手的疲惫)，或心情而诱发。且越是紧张，越怕字写不好，痉挛就越明显。假如改做其他不需用手去精细操作的事情，心情平静，操作起来则得心应手，痉挛程度很轻，甚至不发生痉挛。
	中老年人轻易罹患或小脑性等神经系统疾病，得病后也可以出现手指痉挛或震颤等症状。书写痉挛艰症患者思维灵敏，面无，肥力正常，无，感觉存在，反射正常，脑部CT检查也无异常，故易与上述神经系统疾病鉴别。",小书写症
普外科,"
	是形成的特征性表现，静脉是静脉的一种急性非化脓性炎症，并伴有继发性血管腔内血栓形成的疾病。病变主要累及四肢浅表静脉或下肢深静脉。其临床特点为患肢局部肿痛、皮下可扪及有压痛的条索状物或伴有病变远端浅表等静脉回流受阻现象。偶可因而造成。",小腿腓部肌肉疼痛和压痛
儿科综合,"
	常见于头小畸形，是指头较正常小儿低2个标准差别以上。母亲妊娠早期各种有害因素(感染、、中毒、放射线)均有可能影响胎儿颅脑的发育。代谢异常、染色体畸变(如21三体、18三体、13三体或其他异常)也常合并头小畸形，还有一些家族遗传性头小畸形。出生时或生后各种原因(缺氧、感染、外伤)也可引起脑损伤和缩，头围变小，称之为继发性头小畸形。",小头
普外科,"
	小腿指是指横纹肌，肌肉体积较正常缩小，肌纤维变细甚至消失。腿肌肉萎缩的出现会造成周围神经的损伤，如脊神经的撕裂伤、挫伤，神经的缩窄性压迫神经电击伤，压迫臂丛的产伤，放射损伤及烧伤等。这是属于小腿肌肉萎缩的危害之一。",小腿肌肉萎缩
普外科,"
	 是的临床表现。筋膜间隙综合征系肢体创伤后发生在四肢特定的筋膜间隙内的进行性病变，即由于间隙内容物的增加，压力增高，致间隙内容物主要是肌肉与神经干发生进行性缺血坏死。凡可使筋膜间隙内容物体积增加，压力增高或使筋膜间隔区的容积减小，致其内容物体积相对增加者，均可发生筋膜间隙综合征。",小腿或前臂间隙综合征
其他综合,"
	又称，实际是指体液的丢失，是造成新陈代谢障碍的一种症状，严重时会造成，甚至有生命危险，需要依靠输液补充体液。水丢失时大多数伴有电解质尤其是钠离子的丢失，单纯失水者少见。",失水
普外科,"
	常见于外伤引起的出血、消化性溃疡出血、食管曲张静脉破裂、妇产科疾病所引起的出血等。失血后是否发生休克不仅取决于失血的量，还取决于失血的速度。休克往往是在快速、大量（超过总血量的30～35％）失血而又得不到及时补充的情况下发生的。",失血过多
其他综合,"
	(hypertonicdehydration)，又称原发性脱水或伴有的，其特征是多于失钠，血清钠浓度>150mmol/L，血浆渗透压>310mOsm/L。
	当缺水多于缺钠时，细胞外液渗透压增加，分泌增多，肾小管对水的重吸收增加，减少。醛固酮分泌增加，钠和水的再吸收增加，以维持血容量。如继续缺水，细胞外液渗透压进一步增高，细胞内液移向细胞外，最终是细胞内缺水的程度超过细胞外液缺水的程度，最后可导致脑细胞缺水引起脑功能障碍。",失水多于失钠且血清钠浓度高
神经内科,"
	在没有任何感觉损伤或运动虚弱的情况下，失去使用下肢步行的能力，双侧额叶病变所致。
	双侧额叶病变所致，常见于或进行性。病人无肢体或，但不能自行站立或正常行走，表现、不确定和小步伐，脚好像粘到地上，伴明显迟疑(冻结)现象和倾倒。
	可因运动或引起，其特点与病变部位有关。可见于许多神经系统或其他系统疾病，有些典型异常步态，对某些特定疾病具有提示意义，通过望诊即可做出诊断。对一些不典型步态，则必须作细致检查，通过分析综合，对诊断亦有一定的帮助。步态异常临床分型应结合病因。",失用步态
其他综合,"
	是指由于各种原因致使机体失去的盐分过多的一种疾病。失盐可引发和。
	失盐性肾炎又称Thorn综合征，目前认为它是一组以严重肾性失盐为特征的某些肾脏病的特殊类型，
	假性醛固酮减少症(pseudohypoaldosteronism)又称Cheek-Perry综合征，是一种少见的失盐综合征。发病年龄多在新生儿期，可于生后数小时出现症状反复呕吐、，渴感减退或消失，生长发育落后为主要症状(甚至是白痴)；有些病例则于限盐或应用醛固酮拮抗剂才显露症状，并随年龄增长而自行缓解。
	临床认为本病的病因是病人的靶器官(肾小管、唾液腺、汗腺和结肠)上的醛固酮受体缺乏，或醛固酮与其受体结合减少或完全不能结合所致;分子生物学及分子生物化学的进一步研究发现假性醛固酮减少症的病因学基础是由基因决定的细胞膜上钠通道功能障碍。在不同的病人受体的靶器官不一定相同，其临床表现的失盐程度也轻重不一。由于大多数病人可追溯出失盐的家族史，因此，有报道认为本病是一种遗传性疾病，其遗传方式可表现为常染色体显性遗传，也可表现为常染色体隐性遗传。",失盐
神经内科,"
	久病卧床(或称长期卧床、)是指老年人因长期患病和伤残而导致日常生活能力减退，部分或完全需人帮助的一种临床现象，包括长期卧床、坐椅及只能室内生活不能外出的老年人。长期卧床可发生各种并发症，使病情恶化。由于长期卧床和制动引起一系列的临床表现，称为或，老年人一旦进入这种状态就难以摆脱。久病卧床的后果严重，一旦发生，康复再起的希望较小，应重在预防。",失用性综合征
耳鼻喉科,"
	失音是指神清而声音嘶哑，甚至不能发出声音的症状。由喉部肌肉或声带发生病变而引起的发音障碍。症状为患者说话时声调变低，声音微弱，严重时发不出声音。
	说话时发不出声音的症状。又称“喑”(yin音)。证有虚实之分：外感风寒、风热、或感邪后伤于饮食、或妊娠末期气道受阻，多属实证，如喉头炎等，失音多突然发生，又称作“暴喑”；内伤肺肾，阴精亏损，致使津液不能上承，表现为慢性或反复发作的失音，多属虚证，如声带疾患、病等。",失音
呼吸内科,"
	咳嗽是一种保护性反射动作，通过咳嗽把呼吸道中的垃圾清理出来，咳嗽同时往往伴有咯痰，痰就是垃圾。引起咳嗽的原因很多，比如就是上呼吸道感染，病毒感染等。另外天气的变化，外界的刺激都有可能引起儿童喉部不适而咳嗽。 伴有痰液时称为湿性咳嗽。湿性咳嗽咳时痰多，喉内咕噜作响，常见于支气管炎，肺炎后期。正常情况下呼吸道有少量分泌物，当呼吸道发生炎症时，分泌物大量增加，湿性咳嗽常是于呼吸系统的各种感染性疾病。
	 
	 
	 ",湿咳
营养科,"
	急性失血后是快速大量出血引起的贫血；慢性失血后贫血是由于长期中度出血所致的小细胞性贫血。如见于慢性胃肠道疾病(例如或疮)，泌尿系或妇科的慢性出血。",失血过多后贫血
普外科,"
	，可呈间断性发作，经抗感染或抗结核及解痉等治疗性往往效果不佳。曾有人报道，发现近端输尿管和肾脏受压或移位，、、、十二指肠肠袢扩大及。结核菌可侵犯后腹膜淋巴结，他可作为原发综合征局部组成之一，或结核菌广泛播散的一种结果。受累淋巴结可在无症状情况下治疗，最后钙化。有的淋巴结肿大，经历干酷坏死，甚至形成。",十二指肠有切迹或狭窄
中医综合,"
	①病证名。指阳热亢盛之火邪。《丹溪心法.火门》：“实火可泻，黄连解毒汤之类；虚火可补，小便降火最速。凡气有余便是火，不足者是气虚。”
	②邪火炽盛引起的实热证。以肝胆、胃肠实火为多见。症见高热，头痛，目赤，渴喜冷饮，烦躁，腹胀满痛拒按，大便秘结，小便短赤，舌红苔黄干或起芒刺，脉数实，甚或吐血、衄血等。治宜清热泻火为主。",实火
消化内科,"
	和塑滞症是指各种原因阻碍食糜顺利通过十二指肠所产生的一种综合征。阻塞常发生于十二指肠的第三、四段,阻塞部位以上肠段有扩张和食糜滞留。临床主要表现是高位征象。本病虽不多见，但可因未及时诊断而延误治疗导致严重的后果，因此对本病应有足够的认识。",十二指肠扩张
营养科,"
	湿性脚气病(wet beriberi)，维生素B1缺乏引起，多以水肿和心脏症状为主。由于心血管系统障碍，出现水肿，右心室可扩大，有心悸、气短、心动过速，如处理不及时，常致心力衰竭。混合型脚气病(干性和湿性)的特征是既有神经炎又有心力衰竭和水肿。",湿性脚气
普外科,"
	又称食管闭锁症，天性食管闭锁。在新生儿期并不罕见，小儿出生后即出现唾液增多，不断从口腔外溢，。
	食管闭锁(atresia of oesophagus)及(tracheoesophagealfistula)在新生儿期并不罕见，小儿出生后即出现唾液增多，不断从口腔外溢，频吐白沫。食管闭锁(atresia of oesophagus)及食管气管瘘(tracheoesophagealfistula)在新生儿期并不罕见，根据国内统计，其发生率为2000～4500 个新生儿中有1 例，与国外发病率近似(2500～3000 个新生儿中有1 例)。占消化道发育畸形的第3 位，仅次于和。男孩发病率略高于女孩。过去患本病小儿多在生后数天内死亡，近年来由于小儿外科的发展，手术治疗成功率日见增高。",食管闭锁
中医综合,"
	的脉象是浮、中、伏都可能出现的，指下充盈、有力的脉象。实者，阳也。指下寻之不绝，举之有余，曰实。主伏阳在内，脾虚不食，四体劳倦。",实脉
普外科,"
	十二指肠外侧壁因球后导致痉挛收缩或，导致的管腔狭窄，多呈偏心性。",十二指肠狭窄
普外科,"
	多发生于与外界相通的内脏(肠、子宫、肺等)，也可见于四肢(伴有淤血时)。坏死组织含水分较多，故腐败菌感染严重，局部明显肿胀，呈暗绿色或污黑色。腐败菌分解蛋白质，产生吲哚、粪臭素等，造成恶臭。由于病变发展较快，炎症比较弥漫，故坏死组织与健康组织间无明显分界线。同时组织坏死腐败所产生的毒性产物及细菌毒素被吸收后，可引起全身中毒症状，甚至可发生中毒性而死亡。",湿性坏疽
中医综合,"
	“湿”分为内湿和外湿，外湿指空气潮湿、环境潮湿，如淋雨、居处潮湿等，外在湿气会侵犯人体而致病；内湿主要由于消化系统气机运作失宜，加之过量食用油甘厚味、辛辣刺激食物，或饮酒、饮生冷饮料而致。如果身体水液的运行、转化失调，体内津液聚积而形成内湿，水湿停留在体内的某个部位，久则凝聚成痰，这个痰就是会使人生病的坏东西。因为痰是水湿运行不畅所引起的，所以常叫做“痰湿”。",湿性体质
